zip_code,total_population,total_population_male,total_population_female,median_age,under_18,age_18_and_over,age_65_and_over
23872,2600,1065,1535,45.1,601,1999,467
23874,720,371,349,55.9,57,663,174
23875,13375,7229,6146,34.1,2629,10746,2042
23876,195,78,117,63.5,15,180,77
23878,1569,883,686,41.2,269,1300,351
23879,580,269,311,55.1,103,477,95
23881,2315,1297,1018,44.2,445,1870,323
23882,1593,722,871,49.9,392,1201,442
23883,1902,1024,878,53.1,379,1523,404
23884,15,13,2,26.3,0,15,0
23885,2573,1258,1315,48.9,403,2170,560
23887,524,132,392,60.5,35,489,191
23888,2485,1376,1109,37.9,398,2087,460
23889,574,282,292,52.5,177,397,82
23890,4823,2452,2371,37.6,1006,3817,867
23891,1311,1311,0,37.9,0,1311,108
23893,496,265,231,34.9,37,459,122
23894,413,220,193,44.9,41,372,168
23897,804,396,408,35.1,145,659,168
23898,2638,1313,1325,43.1,646,1992,578
23899,421,252,169,60.9,28,393,148
23901,15541,8086,7455,33.3,2568,12973,2676
23909,1239,343,896,19.3,0,1239,0
23915,1695,1055,640,39.3,303,1392,248
23917,2762,1445,1317,49.3,485,2277,560
23919,2337,1181,1156,61.5,281,2056,984
23920,2756,1398,1358,49.3,384,2372,747
23921,2250,1137,1113,42.2,438,1812,511
23922,4267,3190,1077,43,369,3898,652
23923,2188,1073,1115,44.1,570,1618,474
23924,5799,2534,3265,48.5,991,4808,1333
23927,4489,2078,2411,57.2,869,3620,1625
23930,5505,2530,2975,36.6,1421,4084,999
23934,625,333,292,36.6,136,489,157
23936,7254,4645,2609,44.7,1020,6234,1409
23937,2007,943,1064,47.8,427,1580,453
23938,198,93,105,34.9,49,149,66
23942,1137,664,473,47.3,216,921,336
23943,1052,936,116,20.3,6,1046,0
23944,3781,1837,1944,38.4,976,2805,893
23947,3391,1546,1845,53.3,585,2806,910
23950,3633,1810,1823,46,769,2864,655
23952,284,98,186,49.5,0,284,0
23954,2462,1378,1084,40.1,525,1937,453
23955,12,7,5,-,0,12,12
23958,2851,1317,1534,46.6,719,2132,641
23959,1478,901,577,40.7,317,1161,358
23960,1788,792,996,35.6,471,1317,239
23962,600,236,364,44.1,172,428,104
23963,292,112,180,35.9,79,213,37
23964,956,521,435,47.4,149,807,218
23966,1955,1154,801,48.4,332,1623,433
23967,1539,859,680,39.2,424,1115,247
23968,681,380,301,51.2,91,590,267
23970,7869,3973,3896,41,1673,6196,1755
23974,4859,2809,2050,43.6,884,3975,916
23976,46,31,15,73.8,0,46,46
24011,723,353,370,30.8,0,723,77
24012,29545,14430,15115,39.2,6405,23140,5460
24013,7925,3582,4343,35.5,2384,5541,817
24014,15630,7319,8311,47.7,2550,13080,3749
24015,16074,7129,8945,37.6,4144,11930,2471
24016,9605,4794,4811,32.8,2370,7235,1446
24017,23756,11544,12212,37.9,5314,18442,4246
24018,38924,18319,20605,43.8,7922,31002,8065
24019,28194,13738,14456,44.7,4919,23275,6525
24020,588,44,544,20.1,0,588,0
24022,0,0,0,-,0,0,0
24053,2092,1030,1062,52.1,319,1773,437
24054,6391,3366,3025,45.1,1199,5192,1305
24055,11647,5894,5753,50,2140,9507,3177
24058,300,86,214,37.5,32,268,85
24059,835,389,446,60.5,87,748,370
24060,48423,25779,22644,27,6428,41995,6250
24061,9269,5417,3852,19.2,123,9146,0
24064,5245,2394,2851,43,1190,4055,1001
24065,6596,3190,3406,49,1179,5417,1633
24066,5127,2579,2548,50.4,954,4173,1337
24067,2212,910,1302,39.2,645,1567,312
24069,1511,656,855,47.7,250,1261,328
24070,1545,819,726,47,289,1256,306
24072,1161,531,630,31.6,215,946,143
24073,29595,14719,14876,40.9,5817,23778,5222
24076,1310,653,657,36.8,311,999,383
24077,1346,641,705,43,342,1004,288
24078,7304,3467,3837,40.3,1779,5525,1123
24079,1911,1044,867,46.5,504,1407,315
24082,652,350,302,35.1,223,429,71
24083,4225,2214,2011,46.9,829,3396,1136
24084,11113,6124,4989,49.7,1906,9207,2568
24085,2308,1240,1068,51.8,328,1980,577
24086,154,72,82,31.7,40,114,40
24087,4041,1854,2187,35.5,997,3044,503
24088,4983,2426,2557,36.9,731,4252,818
24089,2433,1247,1186,56.7,395,2038,548
24090,4932,2454,2478,46.5,797,4135,1078
24091,7491,3530,3961,52.1,1165,6326,2069
24092,3471,1557,1914,36.1,782,2689,470
24093,114,60,54,45,18,96,23
24095,3520,1820,1700,46.6,548,2972,728
24101,6373,3094,3279,51.8,999,5374,1700
24102,1491,653,838,43,316,1175,484
24104,2641,1346,1295,59.9,244,2397,969
24105,285,107,178,55.5,45,240,47
24112,30370,14182,16188,46.5,6278,24092,7262
24120,1866,1003,863,59.1,281,1585,641
24121,11043,5439,5604,56.1,1727,9316,3554
24122,1450,718,732,55,205,1245,354
24124,4801,2317,2484,36.2,1374,3427,738
24127,4228,2148,2080,45.4,1110,3118,791
24128,1539,754,785,48.5,250,1289,422
24129,92,0,92,-,0,92,92
24131,44,32,12,74.2,0,44,44
24132,416,172,244,38.8,113,303,73
24133,2407,1153,1254,45,574,1833,577
24134,5544,2639,2905,44,1080,4464,1298
24136,3024,1563,1461,49.8,422,2602,664
24137,2773,1428,1345,57.6,258,2515,871
24138,1514,812,702,39.3,440,1074,212
24139,642,416,226,71.5,0,642,362
24141,21804,10072,11732,33.6,3517,18287,3054
24142,2292,969,1323,19.6,15,2277,0
24147,1350,757,593,49.8,221,1129,375
24148,8554,4089,4465,45.3,2060,6494,1882
24149,3641,1711,1930,43.5,898,2743,534
24150,640,332,308,54.7,107,533,132
24151,18506,9352,9154,45.2,3907,14599,3872
24153,38386,18876,19510,42.5,7045,31341,7950
24161,365,170,195,39.7,92,273,6
24162,2136,991,1145,47.9,144,1992,451
24165,1380,784,596,48.4,234,1146,336
24167,132,53,79,59.4,12,120,41
24168,58,27,31,65.8,0,58,39
24171,8195,4140,4055,52.3,1283,6912,2318
24174,2581,1319,1262,36.6,440,2141,361
24175,7881,3797,4084,49.3,1454,6427,1941
24176,1135,560,575,60,79,1056,477
24179,18721,9042,9679,42.6,4012,14709,4213
24184,4129,2199,1930,51.1,945,3184,1119
24185,678,288,390,63.5,59,619,265
24201,15910,7635,8275,44.2,3109,12801,3741
24202,12325,6189,6136,49.2,2139,10186,2899
24210,17243,8542,8701,45.5,2898,14345,3738
24211,10016,5216,4800,50.1,1638,8378,2709
24216,2472,1191,1281,45.1,592,1880,566
24217,206,83,123,59.7,0,206,69
24219,10460,5731,4729,41.9,1981,8479,1675
24220,873,419,454,43.6,121,752,248
24221,545,299,246,51,112,433,114
24224,5810,2825,2985,44.9,1061,4749,1203
24225,1818,1039,779,48.3,387,1431,290
24226,1687,951,736,39.7,460,1227,192
24228,6052,3045,3007,46.9,1043,5009,1568
24230,6935,3705,3230,41.8,1543,5392,1557
24236,3157,1606,1551,45.9,479,2678,950
24237,1001,535,466,60.9,26,975,435
24239,174,120,54,24.4,49,125,0
24243,1440,716,724,40.8,264,1176,344
24244,5765,3078,2687,41.5,1277,4488,1198
24245,836,388,448,47.5,109,727,272
24246,274,147,127,59.1,8,266,93
24248,2568,1410,1158,47.8,293,2275,375
24250,1049,555,494,50.3,123,926,287
24251,7821,3964,3857,48.5,1286,6535,1923
24256,3239,1607,1632,47.3,567,2672,691
24258,1351,758,593,55.2,237,1114,382
24260,5073,2654,2419,44.8,1154,3919,1052
24263,5516,2594,2922,46.9,1001,4515,1591
24265,1065,494,571,61.3,66,999,351
24266,8805,4110,4695,47.5,1496,7309,2428
24269,418,168,250,40.6,85,333,42
24270,369,191,178,56.1,39,330,65
24271,2484,1249,1235,52.6,445,2039,663
24272,404,173,231,65.9,69,335,253
24273,6004,2815,3189,44.3,1158,4846,1308
24277,6342,3764,2578,41,1157,5185,1133
24279,4747,2813,1934,42,795,3952,879
24280,850,368,482,31.4,302,548,135
24281,2474,1102,1372,45.5,654,1820,614
24282,734,458,276,36.5,289,445,155
24283,1909,985,924,51.3,332,1577,428
24290,2357,1200,1157,41.4,502,1855,608
24292,299,130,169,45.8,50,249,81
24293,9749,4610,5139,40.5,1744,8005,1760
24301,13631,6688,6943,42.2,2509,11122,2716
24311,1467,780,687,53.8,144,1323,393
24312,1655,787,868,51.5,230,1425,332
24313,524,292,232,35.5,153,371,13
24314,1346,740,606,57.5,121,1225,423
24315,3710,2128,1582,38.5,608,3102,776
24316,45,14,31,59.5,15,30,0
24317,3900,2118,1782,44.1,838,3062,466
24318,596,315,281,52.3,135,461,182
24319,6582,3027,3555,47.6,1221,5361,1584
24322,10,10,0,-,0,10,0
24323,1078,473,605,32.8,341,737,114
24324,2274,1105,1169,49.4,328,1946,577
24325,1116,555,561,51,157,959,262
24326,796,400,396,65.1,75,721,402
24327,594,302,292,19.9,0,594,0
24328,1659,822,837,65.1,239,1420,839
24330,2905,1579,1326,43.1,448,2457,698
24333,18448,8529,9919,46.3,3780,14668,3857
24340,6173,2841,3332,47.7,1270,4903,1822
24343,8191,4171,4020,51.2,1271,6920,2328
24347,1249,682,567,45.9,191,1058,322
24348,4923,2713,2210,47.2,857,4066,1180
24350,1428,604,824,49.7,264,1164,455
24351,264,149,115,66.1,30,234,150
24352,1482,757,725,40.2,358,1124,269
24354,13918,7031,6887,46.5,2564,11354,3270
24360,5951,2867,3084,50.6,1268,4683,1248
24361,4746,2399,2347,39.9,1041,3705,775
24363,1068,570,498,56.5,86,982,371
24366,329,196,133,53.1,26,303,110
24368,5079,2456,2623,39.5,1308,3771,750
24370,5730,2871,2859,44.2,1144,4586,1288
24374,556,286,270,58.7,64,492,213
24375,1666,851,815,46.8,361,1305,210
24377,514,246,268,26.6,106,408,68
24378,983,470,513,51.6,165,818,228
24380,2741,1493,1248,56.6,327,2414,878
24381,3176,1523,1653,44.9,723,2453,889
24382,14657,7432,7225,46.9,2450,12207,3460
24401,37375,17237,20138,45.2,6529,30846,8956
24411,3,3,0,-,0,3,0
24412,159,57,102,42.6,0,159,18
24413,313,143,170,57.4,54,259,92
24415,35,17,18,-,0,35,0
24416,9397,4458,4939,36.5,2142,7255,1657
24421,3336,1692,1644,47.8,509,2827,766
24422,5550,2852,2698,46.9,1157,4393,1390
24426,13598,6562,7036,45.2,2720,10878,2968
24430,3629,2801,828,38.5,414,3215,412
24431,2470,1039,1431,32,538,1932,340
24432,450,210,240,47.8,0,450,101
24433,79,31,48,50.9,17,62,8
24435,1615,705,910,52,217,1398,656
24437,1585,908,677,53.8,297,1288,328
24439,906,454,452,59.1,96,810,274
24440,3020,1650,1370,41.5,531,2489,575
24441,6358,3042,3316,43.5,1334,5024,1289
24442,81,39,42,58.2,18,63,14
24445,2582,1218,1364,54.2,397,2185,800
24448,395,175,220,41.8,91,304,86
24450,17214,9222,7992,37.4,2469,14745,3549
24457,389,182,207,51,34,355,116
24458,278,130,148,61.4,28,250,114
24459,436,220,216,46.2,45,391,89
24460,1195,670,525,52.7,200,995,416
24464,262,23,239,79.4,8,254,212
24465,1274,588,686,62.4,106,1168,553
24467,2862,1298,1564,44.1,454,2408,518
24469,0,0,0,-,0,0,0
24471,1490,820,670,47.4,206,1284,319
24472,2068,1013,1055,56.2,165,1903,656
24473,806,369,437,59,83,723,341
24474,455,199,256,34.8,136,319,38
24476,238,97,141,61.9,31,207,115
24477,11589,5659,5930,42.3,2727,8862,2374
24479,2119,1126,993,41,536,1583,399
24482,5603,2936,2667,38.8,1203,4400,1037
24483,865,453,412,51.3,34,831,214
24484,500,288,212,58.5,65,435,161
24485,331,180,151,55.4,38,293,103
24486,3391,1761,1630,31.8,873,2518,487
24487,389,190,199,55,51,338,94
24501,26778,12596,14182,29.6,5708,21070,3652
24502,41134,19703,21431,31.5,7935,33199,6457
24503,20017,9333,10684,42.3,4652,15365,4419
24504,9498,4843,4655,37.7,2097,7401,1709
24515,5811,2639,3172,19.8,57,5754,0
24517,4802,2337,2465,47.2,896,3906,1107
24520,2384,1145,1239,56.1,443,1941,732
24521,9955,4792,5163,46.8,1935,8020,2281
24522,9833,4723,5110,41.2,2189,7644,2028
24523,21132,10281,10851,45.7,4333,16799,4559
24526,1498,708,790,42.6,342,1156,344
24527,2948,1238,1710,36.8,663,2285,533
24528,3568,1536,2032,54,706,2862,809
24529,1334,613,721,54.6,222,1112,387
24530,774,406,368,65.9,57,717,403
24531,9182,4989,4193,46.9,1460,7722,2129
24534,1565,704,861,53.5,342,1223,376
24536,273,110,163,44.4,82,191,14
24538,4744,2302,2442,50.2,822,3922,1191
24539,349,201,148,49.8,24,325,135
24540,31405,14223,17182,44.5,6458,24947,6971
24541,28428,13588,14840,40.9,6146,22282,5674
24549,4337,2361,1976,44.8,953,3384,801
24550,8040,3974,4066,42.3,1715,6325,1215
24551,26873,13165,13708,42.1,5660,21213,4775
24553,1663,786,877,47.5,243,1420,436
24554,3699,1716,1983,50.9,679,3020,1061
24555,2306,1051,1255,49.2,439,1867,600
24556,2441,1234,1207,52.9,316,2125,698
24557,7667,3757,3910,51.7,1155,6512,2015
24558,6133,3066,3067,50.2,865,5268,1698
24562,507,196,311,63.7,8,499,233
24563,4987,2545,2442,52.3,986,4001,1338
24565,1005,385,620,50.5,244,761,321
24566,1475,599,876,48.1,208,1267,431
24569,862,398,464,54.2,125,737,211
24570,0,0,0,-,0,0,0
24571,2224,944,1280,53.3,431,1793,785
24572,15557,7604,7953,43.8,3226,12331,3330
24574,4228,2025,2203,46.8,785,3443,960
24577,4489,2321,2168,46.3,841,3648,1154
24578,673,367,306,48.1,129,544,170
24579,1111,692,419,51.4,215,896,365
24580,560,289,271,53.3,66,494,128
24581,0,0,0,-,0,0,0
24586,4519,2262,2257,44.7,922,3597,903
24588,9265,4917,4348,41.6,1646,7619,1577
24589,2417,1318,1099,46.1,445,1972,552
24590,7490,3444,4046,45.3,1541,5949,1551
24592,13846,6089,7757,43.6,3356,10490,3305
24593,2460,1107,1353,40.2,532,1928,363
24594,1945,1046,899,49,423,1522,596
24595,586,63,523,20.7,0,586,20
24597,876,478,398,48.8,181,695,165
24598,1232,600,632,42.5,198,1034,192
24599,650,378,272,48.6,111,539,150
24601,0,0,0,-,0,0,0
24602,935,372,563,59.3,170,765,221
24603,505,230,275,58.4,69,436,135
24604,247,186,61,53.8,22,225,57
24605,8533,4324,4209,45,1705,6828,2093
24606,186,39,147,61.3,39,147,77
24607,279,131,148,59.4,7,272,95
24609,6613,3319,3294,44.7,1268,5345,1460
24612,224,79,145,48.2,47,177,63
24613,564,237,327,54.1,84,480,95
24614,7501,3745,3756,48,1171,6330,1709
24620,2492,1379,1113,42.7,452,2040,520
24622,513,261,252,60.2,33,480,212
24630,6142,3081,3061,41.1,1164,4978,1097
24631,1917,1276,641,42.3,211,1706,388
24634,273,138,135,48,48,225,69
24635,765,614,151,42.6,32,733,50
24637,3616,1973,1643,44.6,700,2916,907
24639,3788,1621,2167,43.2,1012,2776,743
24641,5456,2612,2844,45.4,957,4499,1384
24646,846,370,476,64.1,71,775,402
24649,1706,965,741,53.5,197,1509,284
24651,5872,2944,2928,45.2,1288,4584,1470
24656,2657,1395,1262,51.4,522,2135,586
24657,297,200,97,37.1,128,169,28
24701,18086,8266,9820,46.9,3407,14679,4484
24712,2721,1331,1390,22.5,630,2091,383
24714,275,124,151,58.5,0,275,71
24715,263,137,126,54,37,226,77
24716,96,80,16,66.5,0,96,71
24719,140,64,76,37.2,48,92,19
24724,92,66,26,50.5,10,82,29
24726,546,333,213,50.8,77,469,113
24729,45,24,21,60.2,15,30,9
24731,21,0,21,-,0,21,21
24733,251,131,120,56.1,0,251,53
24736,670,344,326,51.1,100,570,108
24737,1312,612,700,41.2,440,872,210
24738,0,0,0,-,0,0,0
24739,13080,6277,6803,44.8,2666,10414,2583
24740,16510,8179,8331,40.4,3633,12877,3942
24747,3240,1670,1570,45.2,748,2492,567
24801,5333,3225,2108,41.5,922,4411,693
24808,612,279,333,48.5,144,468,161
24811,477,199,278,49.6,84,393,0
24813,0,0,0,-,0,0,0
24815,333,236,97,62,24,309,150
24816,16,0,16,-,0,16,16
24817,1283,571,712,32.6,510,773,277
24818,926,549,377,45.8,117,809,353
24822,1103,611,492,37.1,194,909,122
24823,618,271,347,35.4,232,386,74
24826,50,6,44,-,0,50,0
24827,1178,621,557,58.5,241,937,575
24828,783,420,363,35.7,294,489,158
24830,49,23,26,59.4,0,49,6
24831,579,218,361,37,185,394,147
24834,1099,553,546,28.9,200,899,157
24836,882,369,513,44.9,177,705,157
24839,562,269,293,44.8,123,439,101
24843,13,0,13,-,0,13,13
24844,1193,581,612,36.9,254,939,279
24845,626,305,321,32.6,208,418,54
24846,342,180,162,31.6,71,271,18
24847,111,68,43,56.9,0,111,0
24848,102,16,86,53.7,0,102,18
24849,293,146,147,60.8,16,277,112
24850,0,0,0,-,0,0,0
24851,319,146,173,55.8,34,285,87
24853,498,68,430,69.9,14,484,354
24854,980,431,549,39.4,348,632,90
24855,60,4,56,69.8,0,60,56
24857,710,350,360,42.3,65,645,98
24860,211,97,114,63.3,0,211,81
24861,190,83,107,42.8,8,182,57
24862,464,174,290,35.6,103,361,62
24866,534,359,175,47.5,171,363,177
24867,80,4,76,76,0,80,52
24868,1345,648,697,56.2,149,1196,483
24869,299,86,213,50.5,80,219,79
24870,1398,778,620,55.6,45,1353,514
24871,518,272,246,44.2,101,417,130
24872,597,231,366,51.8,20,577,199
24873,401,141,260,41.3,101,300,138
24874,2530,1087,1443,42.5,510,2020,585
24878,95,27,68,67,0,95,64
24879,644,277,367,47.7,112,532,188
24880,583,289,294,29.7,179,404,108
24881,154,78,76,21.5,59,95,27
24882,1133,499,634,50.6,237,896,54
24884,128,89,39,50.7,0,128,54
24887,0,0,0,-,0,0,0
24888,27,10,17,65.5,8,19,19
24892,1447,686,761,33.6,484,963,249
24894,254,168,86,54.3,73,181,87
24895,17,8,9,78.4,0,17,17
24898,164,76,88,-,0,164,164
24901,8982,4128,4854,42.7,1807,7175,2374
24910,4570,1707,2863,50.4,597,3973,1112
24915,578,313,265,34.9,64,514,149
24916,586,264,322,61.5,126,460,159
24918,1421,774,647,31.2,455,966,276
24920,377,222,155,39.9,105,272,109
24924,556,355,201,61.4,24,532,187
24925,528,258,270,47.6,76,452,58
24927,454,194,260,42.5,172,282,57
24931,1124,572,552,45.5,240,884,223
24934,337,165,172,61.9,13,324,154
24935,452,261,191,37.1,180,272,142
24938,1653,934,719,36.6,444,1209,286
24941,1170,711,459,36.8,392,778,206
24943,77,51,26,59.7,0,77,31
24944,366,146,220,53.7,98,268,61
24945,260,175,85,68.3,0,260,156
24946,1021,649,372,48.3,102,919,354
24951,1470,822,648,58.2,110,1360,540
24954,3149,1491,1658,49.6,556,2593,826
24957,536,261,275,49.4,86,450,65
24962,55,30,25,-,0,55,0
24963,3675,1679,1996,41.4,756,2919,720
24966,1031,508,523,50.7,126,905,286
24970,3900,1962,1938,48.1,620,3280,782
24974,335,174,161,36.7,74,261,16
24976,834,391,443,47.3,138,696,266
24977,450,160,290,49,0,450,116
24981,572,256,316,64,49,523,145
24983,1901,865,1036,56.9,340,1561,681
24984,129,45,84,46.6,0,129,36
24985,314,195,119,45.4,41,273,8
24986,4987,2598,2389,43.9,980,4007,1400
24991,441,182,259,61.1,0,441,147
24993,63,36,27,8.8,36,27,0
25002,0,0,0,-,0,0,0
25003,1416,615,801,51.5,72,1344,374
25005,332,219,113,37.5,123,209,88
25007,555,255,300,51,179,376,117
25008,226,130,96,40.4,52,174,22
25009,1002,452,550,42.2,266,736,192
25011,515,319,196,31.8,56,459,109
25015,3472,1803,1669,47.6,565,2907,979
25019,484,265,219,41.4,121,363,112
25021,290,135,155,69.2,20,270,162
25022,170,79,91,43.9,64,106,63
25024,452,259,193,39.6,115,337,52
25025,137,106,31,15.9,72,65,20
25028,288,107,181,68.4,32,256,163
25030,338,141,197,30,139,199,44
25031,622,404,218,49,154,468,125
25033,1764,892,872,49.4,281,1483,427
25035,629,252,377,30.6,157,472,60
25036,177,96,81,61.8,0,177,45
25039,740,364,376,46,126,614,221
25040,746,343,403,20.7,324,422,0
25043,1249,656,593,32.6,343,906,174
25044,294,165,129,50.2,41,253,104
25045,4434,2288,2146,40.5,1160,3274,1046
25047,132,76,56,44.1,14,118,36
25048,187,88,99,49.2,30,157,70
25049,535,225,310,36.4,159,376,37
25051,208,143,65,41,46,162,57
25053,3834,1812,2022,49.9,790,3044,829
25054,283,117,166,32.7,85,198,30
25057,233,119,114,44.7,58,175,48
25059,537,230,307,49.2,129,408,202
25060,229,99,130,29,74,155,0
25061,542,262,280,49.8,29,513,76
25062,107,38,69,64,0,107,53
25063,1521,544,977,51.1,177,1344,422
25064,9316,4269,5047,44,1400,7916,2347
25067,810,354,456,43.7,119,691,175
25070,1818,851,967,43.5,329,1489,441
25071,11491,5599,5892,49.2,2476,9015,2661
25075,763,441,322,33.8,294,469,219
25076,88,11,77,54,0,88,25
25081,1158,581,577,56,190,968,300
25082,1565,872,693,46.4,314,1251,476
25083,431,229,202,46.9,132,299,82
25085,602,282,320,48.4,95,507,110
25086,840,425,415,57.2,106,734,311
25088,165,52,113,54.4,0,165,10
25090,190,75,115,39.3,41,149,21
25093,238,151,87,61.3,18,220,78
25102,492,315,177,36.7,105,387,76
25103,258,110,148,59.8,38,220,113
25106,429,225,204,56.7,18,411,88
25107,369,215,154,62,59,310,134
25108,591,275,316,44.4,107,484,134
25109,807,445,362,56.7,77,730,202
25110,433,183,250,65,71,362,219
25111,320,183,137,52.8,20,300,65
25112,123,96,27,19.8,0,123,0
25113,404,225,179,59.9,21,383,176
25114,274,113,161,51.9,60,214,39
25115,68,43,25,76.2,0,68,35
25118,555,325,230,36.3,162,393,97
25119,400,201,199,30.5,162,238,58
25121,1055,472,583,49.5,249,806,410
25123,2988,1572,1416,38.2,730,2258,553
25124,1312,693,619,62.8,155,1157,615
25125,1181,518,663,41.4,296,885,306
25126,345,247,98,59.9,0,345,100
25130,3242,1761,1481,44.6,574,2668,759
25132,342,180,162,40.6,96,246,61
25133,807,505,302,44.3,221,586,182
25134,522,130,392,20.9,139,383,97
25136,1787,711,1076,38.4,340,1447,322
25139,492,349,143,43.5,29,463,113
25140,1246,528,718,34.5,216,1030,287
25141,216,91,125,62.3,31,185,88
25142,399,197,202,54.6,19,380,91
25143,8870,4134,4736,44,2098,6772,1848
25148,518,247,271,56.4,39,479,174
25149,136,71,65,28.6,53,83,11
25152,498,172,326,60.9,56,442,182
25154,1023,615,408,40.9,238,785,250
25156,14,0,14,-,0,14,14
25159,4683,2237,2446,40.3,1159,3524,747
25160,511,236,275,40.1,95,416,146
25161,383,121,262,51.2,52,331,143
25162,423,225,198,44.6,97,326,104
25164,929,446,483,60.7,197,732,273
25165,865,407,458,49.5,99,766,218
25168,2831,1577,1254,44.6,674,2157,514
25169,463,255,208,37,135,328,41
25173,165,89,76,69.7,0,165,115
25174,330,166,164,56.3,12,318,112
25177,23208,11237,11971,41.1,5298,17910,4502
25180,261,97,164,47.3,30,231,107
25181,1349,698,651,44,343,1006,181
25183,123,60,63,69.2,0,123,65
25185,883,883,0,46.5,0,883,90
25186,882,355,527,54.4,118,764,397
25187,685,360,325,44.3,152,533,211
25193,336,183,153,42,65,271,81
25201,89,43,46,28.1,0,89,7
25202,1295,571,724,41.9,307,988,162
25203,220,142,78,28,28,192,18
25204,93,66,27,57.3,12,81,43
25205,190,109,81,28.5,0,190,30
25206,181,91,90,52.9,42,139,75
25208,780,332,448,26.7,360,420,105
25209,395,224,171,41.7,55,340,70
25211,141,58,83,47.9,12,129,23
25213,6367,3272,3095,38.5,1547,4820,1019
25214,981,487,494,46.4,330,651,67
25231,0,0,0,-,0,0,0
25234,549,232,317,55.8,102,447,175
25235,1430,683,747,42.1,450,980,183
25239,1832,851,981,32.8,781,1051,292
25241,1908,864,1044,36.8,425,1483,281
25243,578,308,270,54.4,94,484,172
25244,557,312,245,48.5,75,482,115
25245,575,242,333,49,37,538,166
25247,551,287,264,48.1,122,429,112
25248,3723,1989,1734,47.6,755,2968,632
25251,619,385,234,27.7,159,460,68
25252,1085,545,540,54.5,262,823,464
25253,2451,1248,1203,34.3,596,1855,341
25259,726,436,290,46.8,216,510,174
25260,1580,886,694,49.7,246,1334,470
25261,128,44,84,54.4,5,123,35
25262,1243,555,688,46.6,154,1089,187
25264,545,294,251,61.9,77,468,179
25265,1676,749,927,47.8,236,1440,430
25266,833,386,447,44.6,104,729,193
25267,702,350,352,57.3,120,582,191
25268,490,192,298,60.6,35,455,212
25270,959,428,531,48.3,214,745,208
25271,7969,4336,3633,44.1,1670,6299,1831
25275,1865,827,1038,40.7,423,1442,457
25276,7623,3603,4020,47.3,1591,6032,1699
25285,891,462,429,38.4,196,695,110
25286,1336,674,662,50.1,276,1060,273
25287,1049,273,776,43.2,55,994,136
25301,2456,1387,1069,50.3,217,2239,585
25302,13221,6416,6805,46.6,1992,11229,2817
25303,7087,3443,3644,36.6,1464,5623,1131
25304,8785,4145,4640,42.9,1803,6982,1867
25305,0,0,0,-,0,0,0
25306,6183,2834,3349,45.3,906,5277,1206
25309,12741,6156,6585,43.8,2412,10329,2830
25311,9792,5198,4594,42.4,1579,8213,1827
25312,10293,5135,5158,42.7,2563,7730,1550
25313,11758,6012,5746,44.1,2049,9709,2416
25314,15212,7077,8135,44.2,3207,12005,3852
25315,3437,1674,1763,41.8,634,2803,801
25320,4404,2011,2393,42.2,1238,3166,1188
25387,5172,2421,2751,36.6,1086,4086,777
25401,15074,7533,7541,36.9,3685,11389,2377
25403,14739,7164,7575,38.5,3396,11343,2275
25404,22950,11514,11436,36,5047,17903,3291
25405,15322,8072,7250,41.4,3202,12120,2234
25411,11887,5806,6081,49.2,2082,9805,3161
25413,8399,3868,4531,38.3,2086,6313,1108
25414,20132,10028,10104,42.2,4089,16043,3327
25419,12235,6193,6042,42.8,2592,9643,2099
25420,4801,2430,2371,47,1043,3758,849
25421,20,10,10,-,0,20,20
25422,1623,986,637,49.7,263,1360,380
25425,13436,7026,6410,42.6,2798,10638,2250
25427,15946,7730,8216,44.3,3544,12402,3051
25428,14518,7529,6989,34.5,3667,10851,1351
25430,7823,3987,3836,42.1,1848,5975,1314
25431,430,195,235,33.1,198,232,96
25432,124,53,71,31.8,37,87,46
25434,3275,1759,1516,39.8,518,2757,408
25437,157,67,90,71,17,140,96
25438,7227,3352,3875,35,1783,5444,1020
25442,2640,1462,1178,39.6,794,1846,478
25443,7516,3559,3957,38,1440,6076,1322
25444,324,87,237,51,40,284,77
25446,1094,628,466,46.8,288,806,134
25501,1342,684,658,54.1,279,1063,384
25502,848,530,318,38.9,238,610,118
25503,854,379,475,28.9,322,532,30
25504,13219,6842,6377,38.8,2623,10596,2330
25505,293,161,132,54.3,19,274,127
25506,4482,1954,2528,43.9,1153,3329,1096
25507,964,390,574,55.8,136,828,290
25508,8913,4694,4219,44.9,2026,6887,1815
25510,5418,3040,2378,39.5,1317,4101,1081
25511,694,323,371,54.8,51,643,198
25512,1208,528,680,46.4,277,931,421
25514,4101,2074,2027,45.9,828,3273,968
25515,1972,1078,894,43.3,494,1478,364
25517,1373,666,707,45.9,269,1104,328
25520,1460,668,792,60.7,247,1213,672
25521,1088,609,479,42.6,192,896,119
25523,2858,1597,1261,42.2,704,2154,570
25524,2344,1168,1176,44.4,507,1837,410
25526,22903,10850,12053,39.5,5017,17886,4035
25529,1155,523,632,29.7,277,878,210
25530,6417,2953,3464,42.6,1292,5125,1094
25534,98,71,27,63.8,10,88,46
25535,2687,1560,1127,36.8,808,1879,203
25537,1493,595,898,51.4,194,1299,233
25540,368,232,136,42.3,42,326,43
25541,10565,4936,5629,49.3,1883,8682,2283
25544,108,67,41,27.5,37,71,7
25545,4561,2322,2239,38,1265,3296,769
25547,465,247,218,44.3,93,372,75
